"Nome Completo";"Nome Urna";"Cargo";"Número";"Partido";"Coligação";"Situação";"Situação Pós-Pleito"
"CARLOS ROBERTO DE ALMEIDA";"CARLOS ROBERTO";"Deputado Federal";3636;"AGIR";"AGIR";"Deferido";"Não eleito"
"CARLOS HENRIQUE FOCESI SAMPAIO";"CARLOS SAMPAIO";"Deputado Federal";4500;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Eleito por média"
"CARLOS EDUARDO MARCHESI TROMBINI";"CARLOS TROMBINI";"Deputado Federal";1051;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"CARLOS ALBERTO ROLIM ZARATTINI";"CARLOS ZARATTINI";"Deputado Federal";1370;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Eleito por QP"
"CAROLINE DO AMPARO CERQUEIRA";"CAROL CERQUEIRA";"Deputado Federal";4478;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"CASSIO ELMO GONÇALVES GALLO";"CÁSSIO GALLO";"Deputado Federal";5157;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"EDVALDO DE OLIVEIRA PAULA";"CASTELO ALEMÃO";"Deputado Federal";5108;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"SAMUEL PAES";"CB SAMUEL PAES";"Deputado Federal";1189;"PP";"PP";"Deferido";"Suplente"
"EDIVAM CAMPOS DE ALBUQUERQUE";"CEARA";"Deputado Federal";4402;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"CELI REGINA DA CRUZ";"CELI REGINA";"Deputado Federal";1331;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"MARIA CÉLIA DE JESUS OLIVEIRA";"CÉLIA";"Deputado Federal";2780;"DC";"DC";"Indeferido";"Concorrendo"
"CÉLIA RAMOS DE JESUS FEITOSA";"CÉLIA RAMOS";"Deputado Federal";5520;"PSD";"PSD";"Deferido";"Suplente"
"CELSO HENRIQUE DE OLIVEIRA";"CELSO HENRIQUE";"Deputado Federal";3016;"NOVO";"NOVO";"Deferido";"Suplente"
"CELSO LUIZ PEREIRA";"CELSO PEREIRA";"Deputado Federal";3525;"PMB";"PMB";"Deferido";"Não eleito"
"CELSO UBIRAJARA RUSSOMANNO";"CELSO RUSSOMANNO";"Deputado Federal";1000;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Eleito por QP"
"CESAR RICARDO DOS SANTOS FERREIRA";"CESAR DO CANOA";"Deputado Federal";4568;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"CESAR MAX DE LIMA VIEIRA";"CESAR MAX";"Deputado Federal";3040;"NOVO";"NOVO";"Deferido";"Suplente"
"CESAR RENATO DA SILVA";"CESAR RENATO";"Deputado Federal";2796;"DC";"DC";"Indeferido";"Não eleito"
"ANTONIO CEZAR CORREIA FREIRE";"CEZINHA DE MADUREIRA";"Deputado Federal";5577;"PSD";"PSD";"Deferido";"Eleito por QP"
"GLALSON CHAMON DA SILVA";"CHAMON";"Deputado Federal";2031;"PSC";"PSC";"Deferido";"Suplente"
"CARLOS ALBERTO VEIGA DE QUADROS";"CHARLES VEIYGA";"Deputado Federal";2023;"PSC";"PSC";"Deferido";"Suplente"
"EDUARDO DE VASCONCELLOS CORREIA ANNUNCIATO";"CHICAO DA BANCADA TRABALHISTA";"Deputado Federal";7778;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"FRANCISCO DE ASSIS DA SILVA";"CHICÃO DA SILVA";"Deputado Federal";1479;"PTB";"PTB";"Indeferido";"Não eleito"
"FRANCISCO JOSÉ NOGUEIRA DA SILVA";"CHICO DO SETTAPORT";"Deputado Federal";1377;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"FRANCISCO PEREIRA DE SOUSA FILHO";"CHIQUINHO DOS PADEIROS";"Deputado Federal";4077;"PSB";"PSB";"Deferido";"Suplente"
"ALESSANDRO TADEU DAMIN";"CHOCOLATE";"Deputado Federal";1982;"PODE";"PODE";"Deferido";"Suplente"
"WALLACE COSTA LANDIM";"CHORÃO CAMINHONEIRO";"Deputado Federal";5567;"PSD";"PSD";"Deferido";"Suplente"
"PAMELA CHRISTY MESQUITA MUNIZ";"CHRISTY MUNIZ";"Deputado Federal";2112;"PCB";"PCB";"Deferido";"Não eleito"
"CHUKS ILOEGBUNAM";"CHUKS";"Deputado Federal";4511;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"CIBELE FRAGOSO BOTELHO";"CIBELE BOTELHO";"Deputado Federal";4052;"PSB";"PSB";"Deferido";"Suplente"
"CIBELE FRANCO NAZARETH";"CIBELE FRANCO";"Deputado Federal";3015;"NOVO";"NOVO";"Deferido";"Suplente"
"CICERO DE AQUINO";"CICERO INVESTIGADOR";"Deputado Federal";1016;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"CICERO SANTANA DA SILVA";"CICERO PERUEIRO";"Deputado Federal";3662;"AGIR";"AGIR";"Deferido";"Não eleito"
"CICERO ANTONIO DA SILVA";"CICINHO";"Deputado Federal";4001;"PSB";"PSB";"Deferido";"Suplente"
"MARIA APARECIDA ALCÂNTARA DE SOUSA";"CIDA ALCÂNTARA";"Deputado Federal";5524;"PSD";"PSD";"Renúncia";"Concorrendo"
"APARECIDA BATISTA DIAS BARRETO DE OLIVEIRA";"CIDA BARRETO";"Deputado Federal";2254;"PL";"PL";"Deferido";"Suplente"
"MARIA APARECIDA DE SOUZA COSTA SILVA";"CIDA COSTA";"Deputado Federal";4504;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"MARIA APARECIDA FAUSTINO FERNANDES";"CIDA FAUSTINO";"Deputado Federal";5051;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"MARIA APARECIDA FIRMINO";"CIDINHA FIRMINO";"Deputado Federal";1034;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"MARIA APARECIDA PINTO";"CIDINHA RAIZ";"Deputado Federal";5507;"PSD";"PSD";"Deferido";"Suplente"
"APARECIDO BARBOSA DA SILVA";"CIDO BARBOZA";"Deputado Federal";1955;"PODE";"PODE";"Deferido";"Suplente"
"APARECIDO SARAIVA DA ROCHA";"CIDO SARAIVA";"Deputado Federal";1558;"MDB";"MDB";"Deferido";"Suplente"
"EDVAM RAMOS DE SOUZA";"CINTIA RAMOS";"Deputado Federal";1595;"MDB";"MDB";"Deferido";"Suplente"
"CLAUDINEIA MOREIRA DE ALMEIDA";"CLAL ALMEIDA";"Deputado Federal";1443;"PTB";"PTB";"Deferido";"Não eleito"
"CLAUDETE ALVES DA SILVA";"CLAUDETE ALVES";"Deputado Federal";1388;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"ANA CLAUDIA CARLETTO";"CLAUDIA CARLETTO";"Deputado Federal";4517;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"CLAUDIA CASTALDELLI CORRÊA";"CLAUDIA CASTALDELLI";"Deputado Federal";1004;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"CLAUDIA CARRATO GRANDE";"CLAUDIA GRANDE";"Deputado Federal";5560;"PSD";"PSD";"Deferido";"Suplente"
"CLAUDIA SANTOS LEAL";"CLAUDIA LEAL";"Deputado Federal";5159;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"CLÁUDIA PEREIRA CALDAS";"CLÁUDIA P CALDAS";"Deputado Federal";1136;"PP";"PP";"Deferido";"Suplente"
"CLAUDILENA DE SOUZA SIQUEIRA";"CLAUDIA SIQUEIRA";"Deputado Federal";3632;"AGIR";"AGIR";"Indeferido";"Concorrendo"
"CLAUDINEI DA ROCHA CORDEIRO";"CLAUDINEI DA ROCHA";"Deputado Federal";1542;"MDB";"MDB";"Deferido";"Suplente"
"CLAUDIA KEITI DA COSTA";"CLAUDINHA DA LAN HOUSE";"Deputado Federal";1224;"PDT";"PDT";"Deferido";"Não eleito"
"CLAUDIO DONIZETE DOS REIS";"CLAUDIO DONIZETE";"Deputado Federal";1600;"PSTU";"PSTU";"Deferido";"Não eleito"
"CLAUDIO FREITAS";"CLAUDIO FREITAS";"Deputado Federal";7797;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"CLAUDIO GASPAR DOTTORI";"CLAUDIO GASPAR";"Deputado Federal";1819;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"CLAUDIO BISPO";"CLAUDIO ITAVERÁ";"Deputado Federal";1393;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"LUIZ CLAUDIO LUZ DA CONCEIÇÃO";"CLAUDIO JACARÉ";"Deputado Federal";7720;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"CLAUDIO JOSÉ MACHADO";"CLAUDIO MACHADO";"Deputado Federal";5063;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"CLAUDIO SIDNEI RIBEIRO";"CLAUDIO PARANHOS";"Deputado Federal";3620;"AGIR";"AGIR";"Deferido";"Não eleito"
"CLEBER ARAÚJO BARBOSA";"CLEBER ARAÚJO PROF";"Deputado Federal";1973;"PODE";"PODE";"Deferido";"Suplente"
"CLEBER DA ROSA MOREIRA";"CLEBER GAUCHO";"Deputado Federal";1157;"PP";"PP";"Deferido";"Suplente"
"CLEBER JACOB";"CLEBER JACOB";"Deputado Federal";5513;"PSD";"PSD";"Deferido";"Suplente"
"CLEIDE FRANCISCO BIZERRA DA SILVA";"CLEIDE DOS ANJOS DA LIMPEZA";"Deputado Federal";1954;"PODE";"PODE";"Deferido";"Suplente"
"CLENILZA PANATO";"CLENILZA PANATO";"Deputado Federal";2939;"PCO";"PCO";"Deferido";"Não eleito"
"CLEOMENES ANTUNES JUNIOR";"CLEOMENES JUNIOR";"Deputado Federal";7066;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"CLEUSA RAMOS ZERBINI";"CLEUSA RAMOS ZERBINI";"Deputado Federal";1578;"MDB";"MDB";"Deferido";"Suplente"
"CLEUZA BORDIN QUEIROZ DA SILVA";"CLEUZA BORDIN";"Deputado Federal";7737;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"CLOVES ALVES DOS SANTOS";"CLOVES ALVES CAMELO";"Deputado Federal";1290;"PDT";"PDT";"Deferido";"Não eleito"
"CLOVIS PEREIRA JURADO";"CLOVIS COLETIVO TRANSPARÊNCIA";"Deputado Federal";7080;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"GISELDA MÁXIMO DE LIMA";"COLETIVO NOSSA VEZ GISELDA";"Deputado Federal";7047;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"BOLIVAR FUNDÃO FILHO";"COMANDANTE BOLIVAR";"Deputado Federal";1474;"PTB";"PTB";"Deferido";"Não eleito"
"JADSON JOSÉ BARACHO DA SILVA";"CONTADOR BARACHO";"Deputado Federal";2062;"PSC";"PSC";"Deferido";"Suplente"
"RENATO DO NASCIMENTO";"CORINGA REAÇA";"Deputado Federal";2855;"PRTB";"PRTB";"Deferido";"Não eleito"
"JOSÉ ROBERTO DE CASTRO";"CORONEL CASTRO";"Deputado Federal";5188;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"BENEDITO PEREIRA COSTA JÚNIOR";"CORONEL COSTA";"Deputado Federal";5170;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"DULCINEIA LOPES DE OLIVEIRA";"CORONEL DULCINÉIA";"Deputado Federal";2219;"PL";"PL";"Deferido";"Suplente"
"EDGARD MARCOS GASPAR";"CORONEL EDGARD GASPAR";"Deputado Federal";1038;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"HOMERO DE GIORGE CERQUEIRA";"CORONEL HOMERO";"Deputado Federal";9099;"PROS";"PROS";"Deferido";"Suplente"
"SILVIO ROMERO DE MAGALHAES LEITE";"CORONEL MAGALHAES";"Deputado Federal";1404;"PTB";"PTB";"Deferido";"Não eleito"
"MÁRIO ALVES DA SILVA FILHO";"CORONEL MARIO FILHO";"Deputado Federal";1227;"PDT";"PDT";"Deferido";"Não eleito"
"NILSON JESPERSEN DE OLIVEIRA FRANCO";"CORONEL NILSON JESPERSEN";"Deputado Federal";1428;"PTB";"PTB";"Deferido";"Não eleito"
"PAULO NISHIKAWA";"CORONEL NISHIKAWA";"Deputado Federal";2214;"PL";"PL";"Deferido";"Suplente"
"RUBENS NUSQUE JUNIOR";"CORONEL NUSQUE";"Deputado Federal";1450;"PTB";"PTB";"Deferido";"Não eleito"
"PAULO JOSÉ RIBEIRO DA SILVA";"CORONEL PAULO RIBEIRO";"Deputado Federal";4008;"PSB";"PSB";"Deferido";"Suplente"
"WAGNER TADEU SILVA PRADO";"CORONEL PRADO";"Deputado Federal";1441;"PTB";"PTB";"Deferido";"Não eleito"
"FABIO ALVARENGA QUINTINO";"CORONEL QUINTINO";"Deputado Federal";1021;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"ROBERTO ALVES DOS SANTOS";"CORONEL ROBERTO ALVES";"Deputado Federal";2722;"DC";"DC";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"RONY DE CASTRO FRANÇA JUNIOR";"CORONEL RONY";"Deputado Federal";1170;"PP";"PP";"Deferido";"Suplente"
"JOSÉ EDUARDO STANELIS DE AQUINO";"CORONEL STANELIS";"Deputado Federal";1964;"PODE";"PODE";"Deferido";"Suplente"
"MARCIO TADEU ANHAIA DE LEMOS";"CORONEL TADEU";"Deputado Federal";2230;"PL";"PL";"Deferido";"Suplente"
"PAULO ADRIANO LOPES LUCINDA TELHADA";"CORONEL TELHADA";"Deputado Federal";1190;"PP";"PP";"Deferido";"Suplente"
"ORLANDO APARECIDO TOMASELLA";"CORONEL TOMASELLA";"Deputado Federal";2064;"PSC";"PSC";"Deferido";"Suplente"
"COSME APARECIDO FELIX";"COSME FÉLIX";"Deputado Federal";7009;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"CRISTIANE KÁTIA SIMONI ABREU";"CRIS ABREU";"Deputado Federal";1979;"PODE";"PODE";"Deferido";"Suplente"
"CRISTIANE BRASIL FRANCISCO";"CRIS BRASIL";"Deputado Federal";1444;"PTB";"PTB";"Deferido";"Não eleito"
"CLAUDIA CRISTINA DA SILVA COSTA";"CRIS COSTA";"Deputado Federal";2081;"PSC";"PSC";"Deferido";"Suplente"
"CRISTIANE FORSSELL FERRARA FOMIN";"CRIS FORSSELL";"Deputado Federal";1989;"PODE";"PODE";"Deferido";"Suplente"
"CRISLAINE MARTINS PINHEIRO DA PAZ";"CRIS PINHEIRO";"Deputado Federal";1035;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"CRISTINA ROHRBACHER";"CRIS ROHRBACHER";"Deputado Federal";7026;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"CRISTIANE FERREIRA DA SILVA";"CRISTIANE FERREIRA";"Deputado Federal";2209;"PL";"PL";"Deferido";"Suplente"
"CRISTIANO MOREIRA PINTO BERALDO";"CRISTIANO BERALDO";"Deputado Federal";4488;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"CRISTIANO SALMEIRÃO";"CRISTIANO SALMEIRÃO";"Deputado Federal";7723;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"CRISTINA APARECIDA DOS SANTOS FERNANDES";"CRISTINA DO PERECA";"Deputado Federal";1132;"PP";"PP";"Deferido";"Suplente"
"DAIANE CRISTINA MELO CORREA BARBOSA";"DAIANE MELLO";"Deputado Federal";1147;"PP";"PP";"Deferido";"Suplente"
"JOÃO GOMES DE ALMEIDA";"DALVAN";"Deputado Federal";9095;"PROS";"PROS";"Renúncia";"Não eleito"
"MANOEL DAMIÃO GOMES BARBOSA";"DAMIÃO GOMES";"Deputado Federal";4032;"PSB";"PSB";"Deferido";"Suplente"
"DANIELE LUCI CARDOSO BARBOSA FRANCO";"DANI LUCI";"Deputado Federal";4570;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"DANIEL MIGUEL";"DANIEL ATIVISTA";"Deputado Federal";1408;"PTB";"PTB";"Deferido";"Não eleito"
"DANIEL AUGUSTO SILVA CURY";"DANIEL AUGUSTO CURY";"Deputado Federal";4089;"PSB";"PSB";"Deferido";"Suplente"
"DANIEL BELCHIOR SANTANA";"DANIEL BELCHIOR SANTANA";"Deputado Federal";9070;"PROS";"PROS";"Deferido";"Suplente"
"DANIEL FERNANDO DE SOUZA CAMILO";"DANIEL CAMILO";"Deputado Federal";1001;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"DANIEL NEVES DE FARIA";"DANIEL FARIA";"Deputado Federal";1516;"MDB";"MDB";"Deferido";"Suplente"
"DANIEL JOSÉ DA SILVA OLIVEIRA";"DANIEL JOSÉ";"Deputado Federal";1920;"PODE";"PODE";"Deferido";"Suplente"
"DANIEL MOTTA DE OLIVEIRA";"DANIEL MOTTA";"Deputado Federal";1015;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"DANIEL MONTEIRO COSTA";"DANIEL MUNDURUKU";"Deputado Federal";1219;"PDT";"PDT";"Deferido";"Não eleito"
"DANIEL OCTACÍLIO DE PAULA";"DANIEL OCTACÍLIO";"Deputado Federal";3393;"PMN";"PMN";"Deferido";"Não eleito"
"DANIEL DE ANDRADE VIEIRA";"DANIEL VIEIRA";"Deputado Federal";2099;"PSC";"PSC";"Deferido";"Suplente"
"DANIELA CURIATI NUCCI";"DANIELA CURIATI";"Deputado Federal";4014;"PSB";"PSB";"Deferido";"Suplente"
"DANIELE FERNANDES FERREIRA MARQUES";"DANIELE MARQUES";"Deputado Federal";2845;"PRTB";"PRTB";"Indeferido";"Concorrendo"
"DANILA CINTIA AZEVEDO DE OLIVEIRA";"DANILA AZEVEDO";"Deputado Federal";1410;"PTB";"PTB";"Deferido";"Não eleito"
"DANILO DA CUNHA BARBOSA";"DANILO DA CUNHA";"Deputado Federal";3068;"NOVO";"NOVO";"Deferido";"Suplente"
"DANILO MARCO MORGADO SILVA";"DANILO MORGADO";"Deputado Federal";7722;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"DANILO SILVEIRA RAMOS";"DANILO RAMOS";"Deputado Federal";2220;"PL";"PL";"Deferido";"Suplente"
"DANILO HENRIQUE PEREIRA DAVID";"DANILO REZENDE";"Deputado Federal";3011;"NOVO";"NOVO";"Deferido";"Suplente"
"DANUTTA DE FIGUEIREDO FALCÃO ROSSETO";"DANUTTA ROSSETO";"Deputado Federal";1032;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"DANIELA APARECIDA FELIX";"DANY DA DEFESA ANIMAL";"Deputado Federal";4030;"PSB";"PSB";"Deferido";"Suplente"
"DAVID JOSE BUENO GOMES";"DAVID BUENO";"Deputado Federal";7700;"SOLIDARIEDADE";"SOLIDARIEDADE";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"DAVID DE AMORIM CALDAS";"DAVID CALDAS";"Deputado Federal";1413;"PTB";"PTB";"Renúncia";"Concorrendo"
"DAVID CARDOSO";"DAVID CARDOSO";"Deputado Federal";2256;"PL";"PL";"Deferido";"Suplente"
"DAVID BEZERRA RIBEIRO SOARES";"DAVID SOARES";"Deputado Federal";4411;"UNIÃO";"UNIÃO";"Deferido";"Eleito por QP"
"DAYANE ANDRADE DA SILVA";"DAYANE ANDRADE";"Deputado Federal";3684;"AGIR";"AGIR";"Renúncia";"Concorrendo"
"AGUINALDO DE CARLOS";"DE CARLOS";"Deputado Federal";2708;"DC";"DC";"Indeferido";"Concorrendo"
"DEBORA FARIAS CABRAL";"DEBORA CABRAL";"Deputado Federal";1088;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"DÉBORA CRISTINA CHANTRE CARDOSO";"DÉBORA CHANTRE";"Deputado Federal";1908;"PODE";"PODE";"Deferido";"Suplente"
"DEBORA ELOISA JUSTINO";"DEBORA JUSTINO";"Deputado Federal";4474;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"DEBORAH SOARES RESEK";"DEBORAH RESEK MISSIONÁRIA";"Deputado Federal";3647;"AGIR";"AGIR";"Deferido";"Não eleito"
"DECIO COUTO CLEMENTE";"DECIO CLEMENTE";"Deputado Federal";9075;"PROS";"PROS";"Deferido";"Suplente"
"ASTROGILDO CANDIDO DE SOUSA JUNIOR";"DEFENSOR JUNIOR SOUSA";"Deputado Federal";7714;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"FABIO DEFOURNY MARTINS";"DÊFO";"Deputado Federal";4070;"PSB";"PSB";"Deferido";"Suplente"
"DELBIO CAMARGO TERUEL";"DELBIO TERUEL";"Deputado Federal";4499;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"JUNIA CRISTINA LEME MACEDO";"DELEGADA JUNIA";"Deputado Federal";1478;"PTB";"PTB";"Deferido";"Não eleito"
"TERESINHA DE CARVALHO";"DELEGADA TERESINHA";"Deputado Federal";5101;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"ANDRÉ MAXIMILIANO MORON MACHADO";"DELEGADO ANDRÉ MORON";"Deputado Federal";5511;"PSD";"PSD";"Deferido";"Suplente"
"BRUNO MARCELLO DE OLIVEIRA LIMA";"DELEGADO BRUNO LIMA";"Deputado Federal";1111;"PP";"PP";"Deferido";"Eleito por QP"
"CARLOS ALBERTO DA CUNHA";"DELEGADO DA CUNHA";"Deputado Federal";1122;"PP";"PP";"Deferido";"Eleito por QP"
"DAVID ABMAEL DAVID";"DELEGADO DAVI";"Deputado Federal";2278;"PL";"PL";"Deferido";"Suplente"
"ELTON HUGO NEGRINI";"DELEGADO ELTON NEGRINI";"Deputado Federal";2827;"PRTB";"PRTB";"Deferido";"Não eleito"
"MAURICIO JOSÉ LEMOS FREIRE";"DELEGADO MAURICIO FREIRE";"Deputado Federal";7038;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"MARIO PALUMBO JUNIOR";"DELEGADO PALUMBO";"Deputado Federal";1500;"MDB";"MDB";"Deferido";"Eleito por QP"
"PAULO FRANCISCO MUNIZ BILYNSKYJ";"DELEGADO PAULO BILYNSKYJ";"Deputado Federal";2247;"PL";"PL";"Deferido";"Eleito por média"
"MICHAEL DELLA TORRE NETO";"DELLA TORRE";"Deputado Federal";1499;"PTB";"PTB";"Deferido";"Não eleito"
"DEMERSON DIAS";"DEMERSON SAÚDE";"Deputado Federal";4099;"PSB";"PSB";"Deferido";"Suplente"
"DEMÉTRIUS ALVES CABRAL FILHO";"DEMÉTRIUS ALVES";"Deputado Federal";3093;"NOVO";"NOVO";"Renúncia";"Não eleito"
"DENILCE JOSEFINA NICOLA";"DENILCE NICOLA";"Deputado Federal";3666;"AGIR";"AGIR";"Deferido";"Não eleito"
"DENILSON ROCHA ZIROLDO";"DENILSON ZIROLDO";"Deputado Federal";5540;"PSD";"PSD";"Deferido";"Suplente"
"DENIS EDUARDO ANDIA";"DENIS ANDIA";"Deputado Federal";1540;"MDB";"MDB";"Deferido";"Suplente"
"ALFREDO ALVES CAVALCANTE";"DEPUTADO ALFREDINHO";"Deputado Federal";1389;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"DIEGO ARAUJO AGIANI";"DIEGO DI";"Deputado Federal";1141;"PP";"PP";"Deferido";"Suplente"
"DIJAIR DE JESUS ALMEIDA";"DIJAIR";"Deputado Federal";1245;"PDT";"PDT";"Deferido";"Não eleito"
"DIMITRI SEAN RIBEIRO CARNEIRO";"DIMITRI SEAN";"Deputado Federal";1232;"PDT";"PDT";"Deferido";"Não eleito"
"CLAUDINEI ALEXANDRE PIRES";"DINEI";"Deputado Federal";7051;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"DIOGO PEREIRA FORJAZ";"DIOGO FORJAZ";"Deputado Federal";2292;"PL";"PL";"Deferido";"Suplente"
"ELIAS ASSIS NETO";"DIRETOR ELIAS JUNIOR";"Deputado Federal";7090;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"WILKY ANDRADE OKAGAWA";"DJ WIL";"Deputado Federal";3618;"AGIR";"AGIR";"Deferido";"Não eleito"
"ERNESTO FERNANDES DE FREITAS NETO";"DOM ERNESTO";"Deputado Federal";2858;"PRTB";"PRTB";"Renúncia";"Concorrendo"
"DOMENICO ANTONIO DONINA RODRIGUES";"DOMENICO DONINA";"Deputado Federal";1114;"PP";"PP";"Renúncia";"Concorrendo"
"EDNA APARECIDA OLIVEIRA SANTOS";"DONA EDNA DE OLIVEIRA";"Deputado Federal";1556;"MDB";"MDB";"Deferido";"Suplente"
"VERA LÚCIA CHAGAS CONCEIÇÃO";"DONA VERA";"Deputado Federal";7003;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"DORIEDSON ANTONIO DA SILVA FREITAS";"DORI FREITAS";"Deputado Federal";1800;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"DOUGLAS ELIAS BELCHIOR";"DOUGLAS BELCHIOR";"Deputado Federal";1375;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido com recurso ou em prazo recursal";"Suplente"
"DOUGLAS GARCIA BISPO DOS SANTOS";"DOUGLAS GARCIA";"Deputado Federal";1070;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"DOUGLAS DE ARAUJO GIGLIO";"DOUGLAS GIGLIO";"Deputado Federal";1150;"PP";"PP";"Deferido";"Suplente"
"DOUGLAS MELO DE SOUSA";"DOUGLAS MELO";"Deputado Federal";1013;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"DOUGLAS DE PAULO VIEGAS";"DOUGLAS VIEGAS";"Deputado Federal";4434;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"JOSÉ FERREIRA CAMPOS FILHO";"DOUTOR CAMPOS";"Deputado Federal";3319;"PMN";"PMN";"Deferido";"Não eleito"
"DENILSON MIOTTO";"DOUTOR MIOTTO";"Deputado Federal";1466;"PTB";"PTB";"Deferido";"Não eleito"
"MARCO AURELIO UBIALI";"DOUTOR UBIALI";"Deputado Federal";4080;"PSB";"PSB";"Deferido";"Suplente"
"FABRES LENE DE AQUINO DELMONDES";"DOUTORA FABRES";"Deputado Federal";1902;"PODE";"PODE";"Deferido";"Suplente"
"ADILSON DE MEDEIROS PAULINO";"DR ADILSON MEDEIROS";"Deputado Federal";2038;"PSC";"PSC";"Deferido";"Suplente"
"ALEXANDRE DE ALCANTARA";"DR ALEXANDRE";"Deputado Federal";4518;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"ERICO ROMÃO DE VILLALBA ALVIM";"DR ALVIM";"Deputado Federal";9023;"PROS";"PROS";"Deferido";"Suplente"
"AMILTON AUGUSTO DA SILVA JUNIOR";"DR AMILTON";"Deputado Federal";4088;"PSB";"PSB";"Deferido";"Suplente"
"ANDRÉ SACCO JUNIOR";"DR ANDRÉ SACCO";"Deputado Federal";4585;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"JOSÉ ROBERTO APOLARI";"DR APOLARI";"Deputado Federal";1121;"PP";"PP";"Deferido";"Suplente"
